MeltWater_calcfromF,MeltWater_calcfromCl,sample
3.1625910414877554,2.046973224781096,Ap1
3.958519591316549,2.894323132659051,Ap1
3.681278853793085,2.5738273382398305,Ap1
3.8223606538193113,2.733095370914961,Ap1
4.603133360958619,3.780035483011367,Ap1
3.5123484189377745,2.3926819288901218,Ap1
4.250561005209243,3.2681479288561146,Ap1
4.6487032636074375,3.8518702819253736,Ap1
4.303718097629682,3.3407470853285326,Ap1
5.2485893073683245,4.9557818317729,Ap1
5.026807224552712,4.5091030691158815,Ap1
3.865768673727669,2.7836639691079923,Ap1
4.269994562969283,3.2945151189055513,Ap1
5.037467268656223,4.529417705795872,Ap1
3.682782647586392,2.5754854074408984,Ap1
3.1207126159372844,2.0079790761409826,Ap1
3.947622848815921,2.8811335222209697,Ap1
3.811940053536217,2.7210682492082143,Ap1
5.113727648407089,4.678005337490656,Ap1
3.5798679785569756,2.463890489472024,Ap1
4.797116484588928,4.096135984934506,Ap1
4.329270115765887,3.376186373339395,Ap1
5.219735287223693,4.8946433803526235,Ap1
3.791646859627218,2.6977696255802694,Ap1
5.769857711926979,6.263191782336501,Ap1
3.8886730042274906,2.810655821714461,Ap1
3.4254797973905,2.30329585822356,Ap1
4.997711446554522,4.454205031857507,Ap1
3.9124796519330105,2.8389415730228698,Ap1
4.323036689785066,3.3675079683979448,Ap1
3.720353797801727,2.6171823227471496,Ap1
5.187292230847132,4.827036516225929,Ap1
6.423702773145262,8.852891199947967,Ap1
5.4141397557424895,5.3264198270099605,Ap1
2.5308893271487287,1.5051278762142861,Ap1
4.860570429556439,4.2057282984308575,Ap1
3.4914282378485506,2.370929920893878,Ap1
4.671755321169727,3.888756870148419,Ap1
4.23406207130186,3.245917456863971,Ap1
4.160888789879656,3.148999529503213,Ap1
3.990157597814905,2.9329107587116985,Ap1
3.2926345816364035,2.171206034008229,Ap1
4.889294115869974,4.256421372632019,Ap1
3.233864381474267,2.11446104231111,Ap1
4.0071244688504155,2.953786009276467,Ap1
4.9027970152295675,4.280492406565384,Ap1
4.201936154010793,3.2030337487167304,Ap1
5.233854217297649,4.924439124066454,Ap1
4.440176037819272,3.5342665142889924,Ap1
4.1046519191360415,3.076312691391327,Ap1
4.287245231757013,3.3180881134618945,Ap1
3.919752036123773,2.8476295962190057,Ap1
4.092489620947634,3.060792112821132,Ap1
5.759841626595227,6.233627863346179,Ap1
4.208389995427582,3.211606467943083,Ap1
3.2737182570868626,2.152831344234413,Ap1
4.480968439276238,3.5942261501269424,Ap1
3.5755779930755907,2.459319781015911,Ap1
4.77440210371417,4.057681868283152,Ap1
3.5565378692808327,2.439110233887765,Ap1
5.469515456460895,5.458626403845747,Ap1
3.4021271859203015,2.279680562555471,Ap1
3.8841991883530547,2.805366608507626,Ap1
4.329108513980663,3.375961115125177,Ap1
5.268116745209891,4.997712640351447,Ap1
5.329809281413671,5.133233913983346,Ap1
4.0849044984319836,3.051147876139031,Ap1
3.687493163103836,2.58068455409685,Ap1
3.2046834353964964,2.086656445575596,Ap1
4.2811639872173926,3.309760002799965,Ap1
4.098391336945861,3.06831468916647,Ap1
6.268039323301487,8.08137095500309,Ap1
3.045665116621494,1.9392843293214477,Ap1
5.213179776306662,4.880886742798643,Ap1
4.27977648141985,3.307862617147708,Ap1
3.242931922204912,2.1231505785775333,Ap1
4.1356569952422095,3.116197910066498,Ap1
5.820726311203677,6.416703809886519,Ap1
4.330304266414927,3.3776282266123827,Ap1
4.251989343658724,3.2700791256354043,Ap1
5.2107326284474516,4.875763979548789,Ap1
3.8635758085502876,2.7810910614582136,Ap1
2.7160823091670405,1.654338844964516,Ap1
4.632675378969655,3.826442060671409,Ap1
4.0534610280153975,3.0114546378414353,Ap1
3.769131726150425,2.672108404159476,Ap1
5.581966018525087,5.74141525211012,Ap1
5.4731143697273605,5.467373149387934,Ap1
4.0618742833330295,3.022030385160134,Ap1
4.650927214091304,3.8554126724587667,Ap1
2.729500008241893,1.6654393354289143,Ap1
5.300467852980391,5.068190981319191,Ap1
3.740221434374401,2.639444974063155,Ap1
4.832893868327506,4.157528621895005,Ap1
4.885146451806137,4.249058592607382,Ap1
5.580505029209036,5.737610193047075,Ap1
2.5255658240971712,1.500945628615124,Ap1
4.211616816154465,3.2159006257289042,Ap1
4.37807824159246,3.444887276276354,Ap1
3.980245890042407,2.9207747293220168,Ap1
4.734166769649832,3.9905363059771033,Ap1
2.8077469381898537,1.7309868764380838,Ap1
5.9519081222373105,6.8409635261649555,Ap1
4.914352996852791,4.3012167205714,Ap1
6.2920974039320825,8.192128395244488,Ap1
5.190212253316001,4.833073108909674,Ap1
3.918270612278016,2.84585798999979,Ap1
4.901314432597749,4.277841869947779,Ap1
4.214412581582673,3.219625434673503,Ap1
4.243743794087523,3.258945336744729,Ap1
5.985033058789576,6.9552575380985315,Ap1
4.620950666622766,3.807952945576712,Ap1
5.329699420629217,5.13298834754087,Ap1
4.766813432167428,4.044923581406508,Ap1
3.490082451374004,2.369535580180992,Ap1
3.4663625231187454,2.345057396124869,Ap1
3.1151609794785764,2.0028457389054797,Ap1
4.752584652341598,4.021120320622921,Ap1
3.273443441723018,2.1525651740646663,Ap1
4.921059815831213,4.313297534013499,Ap1
5.056889124624227,4.566711915995059,Ap1
5.461679627341233,5.4396486972246,Ap1
4.276162328221926,3.302925153999355,Ap1
6.256043202402983,8.027175045998648,Ap1
4.78026918677197,4.067576149333892,Ap1
5.68422281182046,6.017058402103821,Ap1
3.384916664982518,2.262386196482284,Ap1
3.5594405737840287,2.4421831827612515,Ap1
4.6101353475436975,3.7909810641772035,Ap1
4.7214383096111705,3.9695479045636803,Ap1
3.0217298292201855,1.9176874178564431,Ap1
3.799157638649584,2.7063738750811788,Ap1
4.473761574838512,3.5835594651702025,Ap1
3.519778581223929,2.4004425643151097,Ap1
3.9177298557427456,2.845211540525713,Ap1
4.022248537610619,2.9725021665885945,Ap1
3.520580176361037,2.401280915567266,Ap1
5.1120315240450065,4.67463673446026,Ap1
4.077912938860765,3.04228222019441,Ap1
5.973930575100376,6.9166029901139625,Ap1
3.7265139303337844,2.6240691329269947,Ap1
3.607197612001219,2.493158727278586,Ap1
3.3825814186815912,2.2600466942576745,Ap1
4.341245301407238,3.392918895861442,Ap1
4.147388565440607,3.131410420166629,Ap1
4.239274464789733,3.2529252945771874,Ap1
3.505943949782473,2.38600738261277,Ap1
5.3053737853049565,5.078991060298545,Ap1
5.815257470912254,6.399923258622005,Ap1
4.127854815744592,3.1061176412189315,Ap1
5.092914601458128,4.636873644777515,Ap1
3.603752884596508,2.4894552708218125,Ap1
6.015012627286712,7.0614381148345995,Ap1
3.880157854814517,2.8005958162495346,Ap1
4.601005444715437,3.7767156472045835,Ap1
5.368369940593562,5.2203922364637085,Ap1
6.103272214198576,7.390400480144576,Ap1
4.155914721013448,3.142508538720362,Ap1
4.541962667619778,3.6857971848618414,Ap1
4.207593676236083,3.210547564280079,Ap1
3.590951187525737,2.475728480929641,Ap1
5.647450540766829,5.915761079498401,Ap1
3.0953566196131934,1.9846013549882513,Ap1
5.119367812159433,4.689228450954966,Ap1
4.024788515960095,2.975655485882241,Ap1
4.800596635034195,4.10206323790739,Ap1
5.667135604255026,5.969673579968983,Ap1
4.042436949315788,2.9976461819623994,Ap1
4.994605986034907,4.448392513476806,Ap1
3.6165252329339177,2.5032078999419047,Ap1
4.238128502150401,3.251383390322953,Ap1
4.74507642744018,4.008621688125187,Ap1
4.4667594786341605,3.5732262632511023,Ap1
3.8979028706721035,2.82159416607968,Ap1
3.7611480536665347,2.663056280268445,Ap1
4.292166573992387,3.3248422736654097,Ap1
4.455549621595278,3.5567455626823294,Ap1
3.681165946981049,2.5737028817077854,Ap1
4.4446319195729185,3.540767263375313,Ap1
4.313519207682485,3.354298522181482,Ap1
3.4153493704946554,2.2930303057700088,Ap1
4.9487375464027314,4.363569246828545,Ap1
5.74550377913009,6.191674673133036,Ap1
4.61325489406512,3.79586824480729,Ap1
4.558133652698126,3.7104714357179045,Ap1
3.0426549791328297,1.9365600746722462,Ap1
4.590438488296943,3.760274746286524,Ap1
3.1282867674390493,2.014996030471455,Ap1
3.83733734022743,2.7504568064622514,Ap1
4.13186455963868,3.1112944814997636,Ap1
4.923476105065165,4.317659510015103,Ap1
4.6440405834683,3.844454575733499,Ap1
5.027167008782294,4.509786927798358,Ap1
3.959236096756555,2.895192200127016,Ap1
5.1559463991758845,4.7628249149736765,Ap1
3.237275409177566,2.1177270932033063,Ap1
4.603880706848145,3.7812021660736854,Ap1
4.532674307134765,3.671700810369402,Ap1
3.36228299956065,2.239782448752544,Ap1
5.676596724367427,5.995842126186143,Ap1
4.325497657922543,3.370931663758231,Ap1
3.1790140914207545,2.062397293075622,Ap1
3.9043184163956557,2.8292181610506257,Ap1
4.287228773126847,3.3180655470722393,Ap1
3.6215483912848274,2.5086323607370007,Ap1
4.729503735147498,3.9828333135518688,Ap1
2.9027051282953265,1.8124548406591185,Ap1
5.050651482689046,4.554694248249353,Ap1
3.42605494633254,2.3038796562889567,Ap1
4.024620314824749,2.9754465784811344,Ap1
3.955335788057353,2.8904641030062153,Ap1
4.227710099942407,3.237396488252678,Ap1
5.1450807532108715,4.740815081698604,Ap1
4.031634810116337,2.9841694936489223,Ap1
5.24768938657507,4.9538603389690765,Ap1
5.079298160741379,4.610202449976007,Ap1
4.9534348417109815,4.3721683718993685,Ap1
3.7490911418223436,2.649432171739656,Ap1
4.475197888103849,3.585682774939553,Ap1
4.312868576786579,3.3533973113049544,Ap1
4.34688250571614,3.4008231465825554,Ap1
3.719726053182113,2.6164813265183975,Ap1
5.624368746957662,5.853445893955179,Ap1
4.1822727813209495,3.177044182494408,Ap1
4.153453724855691,3.139301515074614,Ap1
5.239574211258508,4.936575894710692,Ap1
4.844588550166518,4.177818995940679,Ap1
3.36600469634857,2.2434883553671274,Ap1
4.108633368553278,3.0814087353433885,Ap1
4.583974270986045,3.7502539405479514,Ap1
3.8544668671879765,2.7704244500359922,Ap1
5.547775003166737,5.653298077014781,Ap1
3.84766996326661,2.7624872056409737,Ap1
2.852648745586199,1.7692420231543597,Ap1
4.3632226468930755,3.4238351357364265,Ap1
4.103857918505702,3.0752973132476904,Ap1
4.015808936823113,2.9645205733768285,Ap1
4.786899052769391,4.078788845648948,Ap1
3.8559314750043177,2.772137234361201,Ap1
3.8785618222361573,2.7987135568900063,Ap1
3.254789242015066,2.13454943958415,Ap1
4.245384877358018,3.261158430161452,Ap1
4.247994203665231,3.2646801432861063,Ap1
4.882134046199719,4.243720185315307,Ap1
4.6299750350325635,3.82217543535553,Ap1
4.339638273487996,3.390668830077249,Ap1
5.005986009570871,4.4697364755947,Ap1
4.935024643523857,4.3385778604396945,Ap1
4.0924292621318425,3.0607152617733155,Ap1
4.976449428103885,4.41458701274282,Ap1
4.213067139022037,3.2178323990994606,Ap1
3.7607290639533106,2.6625818945832513,Ap1
5.351574703787663,5.182191602675341,Ap1
3.7661794021122423,2.6687581114381524,Ap1
4.030991811639856,2.9833689628151023,Ap1
3.672423406598068,2.564080201290409,Ap1
3.732605107188136,2.630892899467635,Ap1
5.514578457939489,5.569558630020536,Ap1
3.530329637638073,2.4114946838019145,Ap1
5.391360801012319,5.2732945492871,Ap1
4.336299707846489,3.3859989528195764,Ap1
3.838311249336438,2.75158890493573,Ap1
5.80532738430889,6.369626929861746,Ap1
5.633593001136594,5.8782341504014735,Ap1
4.749494668619795,4.0159714029149445,Ap1
3.943497814606737,2.8761538431801617,Ap1
4.576925859456172,3.739359103236914,Ap1
3.8905287654988596,2.812852247387883,Ap1
3.3049452765527003,2.1832211346201196,Ap1
3.847148291817812,2.761878784523249,Ap1
5.148253651540441,4.7472291636686315,Ap1
3.2697786232555024,2.149017761051363,Ap1
4.780074462978636,4.067247339528463,Ap1
4.300757283930938,3.336663593606081,Ap1
4.614888818631018,3.798430635839983,Ap1
6.52243246027796,9.422191377605438,Ap1
5.5618663256279754,5.68938028125382,Ap1
4.464000898142582,3.56916354023928,Ap1
5.953195115246973,6.84534667111944,Ap1
4.420112171838665,3.5051412676351834,Ap1
5.392929385548103,5.276929943153883,Ap1
3.9359288633771445,2.8670356795474006,Ap1
5.570279186363532,5.711077925879448,Ap1
4.171555117272752,3.162959848290188,Ap1
3.411056825344261,2.2886903059051398,Ap1
3.691740458513716,2.5853794307536546,Ap1
4.519082161024078,3.651171998878421,Ap1
4.462082908936329,3.566341527953002,Ap1
4.401770760787968,3.478723605859065,Ap1
4.130884543499086,3.1100285004174926,Ap1
3.8702678034198725,2.78894899459039,Ap1
2.5864545135655828,1.549130707200736,Ap1
3.2787893123666914,2.1577468542482228,Ap1
3.8444527912632567,2.7587367966310925,Ap1
4.4550113185348446,3.5559560635157617,Ap1
3.8178046948087636,2.7278317238181087,Ap1
4.086076499279529,3.052636272520482,Ap1
5.343867920227926,5.164786387869231,Ap1
4.540227895421428,3.683160227841537,Ap1
3.8206314731562134,2.731096620141557,Ap1
3.511442499626375,2.391736977440205,Ap1
4.269426022051192,3.293740902487974,Ap1
4.076381167765605,3.040342905167257,Ap1
3.9787728674229776,2.9189748246748115,Ap1
4.653579016297925,3.859641075116914,Ap1
3.989159310603046,2.931686483233526,Ap1
4.232277798288264,3.2435218082808115,Ap1
5.017255002212999,4.490991791701935,Ap1
4.472728220314087,3.5820326316136892,Ap1
3.6992602880595804,2.5937080360655087,Ap1
3.4437164058160272,2.321858101543085,Ap1
3.7780850034505473,2.6822891642800215,Ap1
5.0462267241560115,4.546192373481355,Ap1
3.6177279627260783,2.5045059034057098,Ap1
4.5428183344963475,3.687098561649587,Ap1
4.455466769623457,3.556624036921644,Ap1
4.512791210577882,3.641710095881597,Ap1
3.7044137446436793,2.599427854519556,Ap1
3.472888748656744,2.351773901420076,Ap1
3.834310686259136,2.7469409737345782,Ap1
5.162190631420248,4.775530833850292,Ap1
4.914169476154707,4.3008866976682745,Ap1
4.154415568444997,3.140554578819616,Ap1
3.645782807076523,2.534928990920711,Ap1
4.908099814031078,4.289988090598847,Ap1
5.459670616950881,5.434797625584805,Ap1
3.839233883239517,2.7526617515560536,Ap1
4.151035072066644,3.1361525623656674,Ap1
4.192625922835352,3.1907039568459887,Ap1
5.271284831380237,5.004558310999917,Ap1
4.8283021654879,4.149592239598979,Ap1
5.038782419588609,4.531931533064924,Ap1
3.9192573631769596,2.8470379233026075,Ap1
4.151702693388585,3.1370214824012304,Ap1
4.573581244726133,3.734200759641173,Ap1
5.251344031777246,4.961669592628566,Ap1
3.4705745290122736,2.349390620099673,Ap1
4.245922519777802,3.261883776331816,Ap1
4.5877075358979935,3.7560378438318796,Ap1
2.8067271445369664,1.7301235325910214,Ap1
3.410219221518245,2.287844120689223,Ap1
3.1108605655697485,1.998875081590271,Ap1
4.774218459678449,4.057372598389893,Ap1
3.834906813387204,2.7476331582319333,Ap1
4.496655554650602,3.617554801182421,Ap1
3.1121293392416502,2.000046045686806,Ap1
3.395375640281934,2.272885083721558,Ap1
3.3336681164451805,2.211430591367987,Ap1
4.462290989555486,3.5666475771933674,Ap1
5.824224058112012,6.427472077251993,Ap1
3.4063299702741427,2.2839179213047234,Ap1
4.303974897535834,3.341101482136794,Ap1
3.996370853792144,2.9405404449923735,Ap1
5.481588073140872,5.488043857438151,Ap1
3.557313305857651,2.4399308679721075,Ap1
4.871595902580452,4.225105081848347,Ap1
4.734667220018988,3.9913639754457177,Ap1
5.049558171438217,4.55259175077856,Ap1
5.434863453553261,5.3753810030534765,Ap1
4.1580665459748305,3.1453151045236916,Ap1
3.623579516615457,2.510828291439301,Ap1
5.678087082011777,5.999979710232803,Ap1
5.002695790743437,4.46355304089535,Ap1
3.882791580963886,2.803704163154311,Ap1
4.075176454787431,3.0388184338892636,Ap1
6.129521889533713,7.493337472365582,Ap1
5.7845305728535,6.306888211340472,Ap1
3.3369937089437203,2.2147128091416635,Ap1
2.452915489736559,1.4444441993706643,Ap1
3.2698437835199248,2.149080799486335,Ap1
4.527442162508284,3.6637845781983285,Ap1
4.326542300771073,3.372385976606498,Ap1
4.481667124279368,3.5952619493233127,Ap1
4.174250218280554,3.1664961671941194,Ap1
4.785264187483803,4.076020727050795,Ap1
4.280541823779242,3.308909080075047,Ap1
5.569320783632657,5.708600180628558,Ap1
4.701478008002605,3.9368749360878157,Ap1
5.409446777261313,5.315416125041835,Ap1
5.869727276209356,6.570170004146076,Ap1
3.642702658923197,2.5315750921148354,Ap1
5.503182545716082,5.541211990436678,Ap1
4.465305321114673,3.5710840640952783,Ap1
3.382602300570824,2.26006760669029,Ap1
5.257242963316081,4.9743077245670255,Ap1
3.7721549938790204,2.6755426900903827,Ap1
4.405192898200752,3.4836377137618504,Ap1
3.8194113243869747,2.7296869726981896,Ap1
4.101445218303001,3.0722137560563545,Ap1
3.559470122791704,2.4422144796467373,Ap1
4.740693668471706,4.00134549986452,Ap1
4.734619330660935,3.9912847655872636,Ap1
4.579225755635986,3.742910476460303,Ap1
4.140747012492077,3.1227899982668705,Ap1
4.7305986031048946,3.9846405026292864,Ap1
4.496265812503512,3.6169733614034567,Ap1
3.5242569691363657,2.405129062366066,Ap1
4.047194521458221,3.003598563174864,Ap1
3.426993861461395,2.3048329170216877,Ap1
4.5166535851651695,3.6475163422866927,Ap1
4.099174894282282,3.069314681274408,Ap1
6.006283955596806,7.030247055083059,Ap1
3.7565620782369304,2.6578676452997136,Ap1
4.238421864398558,3.2517780473281204,Ap1
4.852154197415181,4.191004817069873,Ap1
3.786600111131835,2.6920005368038344,Ap1
2.9675776057694354,1.8693690639082883,Ap1
5.365400607874874,5.213611393791255,Ap1
4.0520648986690615,3.0097028058742534,Ap1
4.434168347388072,3.5255205550458664,Ap1
4.992932583664936,4.445264102503255,Ap1
5.17017539208562,4.791839933927617,Ap1
4.999621058899095,4.457783723741591,Ap1
3.526834482036529,2.4078294032397634,Ap1
5.736727872951827,6.166206127340408,Ap1
3.980725027684489,2.9213603986484133,Ap1
5.917738258091873,6.726233853754464,Ap1
3.2192981259033457,2.1005514515367123,Ap1
4.866900282230081,4.216840391719315,Ap1
5.923836073384274,6.746479186886637,Ap1
4.906060207410243,4.286332923860779,Ap1
3.415614628914707,2.293298687729476,Ap1
4.817824661370597,4.131546152966005,Ap1
4.993614098085124,4.446537874364441,Ap1
4.132880360516199,3.112607178912334,Ap1
5.036826364169941,4.528193262066081,Ap1
3.8491472037422376,2.764210696263317,Ap1
5.56962733343149,5.7093925333453655,Ap1
4.4584705358042935,3.5610325546493735,Ap1
3.2602328369901805,2.139796228189627,Ap1
3.2120987457138304,2.0936990098975086,Ap1
4.18123829201219,3.1756822409709833,Ap1
3.9138528429634,2.8405803620858863,Ap1
4.218738826886672,3.2253971704179083,Ap1
5.407942329521479,5.311895108317161,Ap1
4.0049548458196,2.951109474215654,Ap1
3.2674193297669,2.1467361310303184,Ap1
4.350798351887244,3.4063242231950244,Ap1
3.014660345801815,1.9113369786757661,Ap1
4.71617262204905,3.960900155708554,Ap1
3.7243800167231873,2.6216818784369122,Ap1
5.851227279825473,6.5115609484816535,Ap1
4.250808987440933,3.2684831387426483,Ap1
5.099205698517579,4.649259685944205,Ap1
4.461682348362994,3.5657524491335564,Ap1
5.220524525559466,4.896302894356411,Ap1
4.372507320772017,3.4369779280096333,Ap1
4.307758680888598,3.3463274414332513,Ap1
3.5403680264610022,2.4220445916189384,Ap1
5.655895556839173,5.938802206872365,Ap1
5.107010538402802,4.664682149419766,Ap1
3.9074476006790535,2.832943012894756,Ap1
4.799710527737046,4.100553152541676,Ap1
5.372386936106453,5.229584221872945,Ap1
4.18785176000155,3.1843983262401934,Ap1
4.725718678821946,3.9765925530497785,Ap1
3.349701841011183,2.2272861500386334,Ap1
3.869968522977487,2.7885971792500137,Ap1
4.472246947483006,3.5813217493354115,Ap1
4.104696562702263,3.0763697910381964,Ap1
3.644130842214693,2.5331297828117845,Ap1
4.810180424257693,4.118435283751564,Ap1
6.431274335925085,8.894076891186625,Ap1
5.261300994127013,4.983025799942539,Ap1
3.9495578174960793,2.883471906078949,Ap1
4.483937324380911,3.598629589413265,Ap1
3.1212035315435345,2.008433404832297,Ap1
4.644061621019314,3.8444880007171416,Ap1
3.640514422644942,2.5291944427128623,Ap1
4.694349604251383,3.925276832685065,Ap1
2.6716964372456733,1.6179033140092274,Ap1
4.398888320350335,3.474589765017106,Ap1
4.127757089661788,3.1059915672824756,Ap1
4.241352240093456,3.2557226999485955,Ap1
3.974633404500875,2.9139218510493463,Ap1
4.675504121024386,3.8947909540723766,Ap1
4.354268551019862,3.411206420078567,Ap1
4.993773037799471,4.446834999587016,Ap1
3.885125871954219,2.8064615091410903,Ap1
5.4351956766404435,5.37617086272128,Ap1
2.8505406581156647,1.7674353332160668,Ap1
5.392907416762574,5.276879004521005,Ap1
5.342768096206076,5.162308808500357,Ap1
4.058283460234607,3.0175126105469263,Ap1
4.816916160345166,4.129985519433106,Ap1
3.533227949050213,2.4145371891987746,Ap1
3.6327412938600263,2.520751673716605,Ap1
4.05364977428572,3.011691541135842,Ap1
4.408244123492986,3.4880249468237747,Ap1
6.003343654563009,7.019791741763899,Ap1
3.9913462792952172,2.9343691028242436,Ap1
4.332047687372839,3.3800603092341968,Ap1
5.090871639151227,4.632860062776492,Ap1
4.663862692313702,3.876085425078453,Ap1
5.979624005177551,6.936381033069175,Ap1
5.852342774494194,6.515071573736838,Ap1
4.448844873499399,3.546924530755654,Ap1
4.861038166966428,4.206548278792008,Ap1
3.637736325975649,2.526174537407126,Ap1
3.431841584810745,2.3097591759265432,Ap1
4.416330977555493,3.49967900050647,Ap1
4.6537010921917945,3.85983584829539,Ap1
4.8160487545278095,4.128496093699011,Ap1
3.3560704758164834,2.233605766403571,Ap1
4.143577891158143,3.1264617185272807,Ap1
3.2765338588358985,2.155559649535056,Ap1
5.399481887398444,5.292152590505986,Ap1
5.059160174047688,4.571096870457484,Ap1
3.5014823217938624,2.381365665075715,Ap1
4.487046410915014,3.6032467938934567,Ap1
5.078822799516472,4.6092747041551245,Ap1
3.8826514341990985,2.803538688562574,Ap1
4.086046766844521,3.0525985054994558,Ap1
4.896080799538924,4.26850028817305,Ap1
5.462056046355315,5.4405582802223,Ap1
3.8580631010184234,2.7746316205660664,Ap1
4.778112323468252,4.063935714634321,Ap1
4.460616549546728,3.564185520403961,Ap1
4.59563470790022,3.768350094462389,Ap1
3.5018169659679006,2.3817135877572326,Ap1
4.2091613318762935,3.212632458080288,Ap1
4.0647652042804125,3.0256719076750582,Ap1
3.949375310533771,2.8832512800596977,Ap1
4.454066470469107,3.554570729889582,Ap1
2.9639686085794046,1.8661753012274174,Ap1
5.154506975234771,4.7599018975096214,Ap1
4.197290801096215,3.196876316576822,Ap1
5.394579202363223,5.280757228117881,Ap1
4.251494771901513,3.269410315042388,Ap1
3.517338080692878,2.397891482041699,Ap1
4.056976684975034,3.0158699734426584,Ap1
5.195939635192386,4.8449409386362285,Ap1
4.725569142177882,3.9763462166469075,Ap1
4.098979488854252,3.069065273644041,Ap1
3.4211264789622367,2.298880483812572,Ap1
4.5957768574695,3.7685712600538253,Ap1
4.231389050785231,3.242329147668827,Ap1
3.790216666003695,2.69613371834367,Ap1
3.4338752904002283,2.311828060542096,Ap1
3.40904265948608,2.2866558783190634,Ap1
4.2543581083909565,3.273284187203436,Ap1
3.5538358066891353,2.436252282407616,Ap1
3.679198742283521,2.5715351932641224,Ap1
3.224754045432438,2.1057542965606038,Ap1
3.359202202607778,2.2367179448365553,Ap1
5.9272680131911875,6.757916753759908,Ap1
3.557021769623499,2.439622314991786,Ap1
